StDev_MAE,cName,Mean_MAE,Mean_R2,Mean_RMSE,StDev_RMSE,StDev_R2
0.01645524680225763,ectomycorrhizal_richness_rf_VPS6_LP7_REGRESSION,0.6422684092859956,0.5909849838798904,0.8587948877436669,0.02284309100755532,0.018934735618760863
0.01644740192980278,ectomycorrhizal_richness_rf_VPS4_LP5_REGRESSION,0.6422570708736028,0.5903378740523642,0.8594796410422233,0.022445836246343078,0.01838920707098094
0.016309501944140117,ectomycorrhizal_richness_rf_VPS3_LP4_REGRESSION,0.6431988099069408,0.5891192514946715,0.8607669472006266,0.0225069013454552,0.01825089258503456
0.015380940770936892,ectomycorrhizal_richness_rf_VPS2_LP2_REGRESSION,0.643003602123738,0.5879476859699456,0.8619727395159383,0.021681629596273032,0.01777638982251269
0.016210517467281697,ectomycorrhizal_richness_rf_VPS5_LP7_REGRESSION,0.6457497960242481,0.5870512343275434,0.8629090878250791,0.022657630023790225,0.018915748644505414
0.016298145547349104,ectomycorrhizal_richness_rf_VPS4_LP6_REGRESSION,0.6464093717917383,0.5863911443810552,0.8636028932193786,0.02262014555078293,0.018804365629283205
0.016546757540479656,ectomycorrhizal_richness_rf_VPS3_LP5_REGRESSION,0.6489021224753933,0.5833417197237756,0.8668021570344465,0.022870962996302535,0.01865958933831464
0.015813709798569633,ectomycorrhizal_richness_rf_VPS2_LP3_REGRESSION,0.6497060988794832,0.582406340670677,0.8677618584697483,0.02191139020903301,0.017864034506290292
0.016017437584959694,ectomycorrhizal_richness_rf_VPS4_LP7_REGRESSION,0.651091195262077,0.5816040287346456,0.8685750028840092,0.022446769784271296,0.018933364004385157
0.016787368662903233,ectomycorrhizal_richness_rf_VPS3_LP6_REGRESSION,0.6542687481687022,0.5782639667210716,0.8720748272719948,0.023151637636933956,0.018920623919806465
0.015492244168897114,ectomycorrhizal_richness_rf_VPS2_LP4_REGRESSION,0.657629308935052,0.5748877721673078,0.8755387939631838,0.021523027641278863,0.01753917410660071
0.016288129401842887,ectomycorrhizal_richness_rf_VPS3_LP7_REGRESSION,0.6596534849469764,0.5723249083827515,0.8781828575009423,0.022612763636129008,0.018633141921442657
0.01557150303870737,ectomycorrhizal_richness_rf_VPS2_LP5_REGRESSION,0.6644359095759863,0.5677811801259517,0.8828312750737287,0.02246601550719636,0.018622781906521075
0.015416451163625278,ectomycorrhizal_richness_rf_VPS2_LP6_REGRESSION,0.6713283874814481,0.5601346534969984,0.8906029593038782,0.0222237086539853,0.01853379366362585
0.01533173682624452,ectomycorrhizal_richness_rf_VPS2_LP7_REGRESSION,0.6776530244573937,0.553890026155725,0.8968940484487635,0.021930020516415828,0.01847431000691179
