sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NPP,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Resolve_Biome,ECM_diversity,Pixel_Lat,Pixel_Long,CV_Fold
G4078,724.0,54.5,718.7022705078125,211.5,31.403322219848633,54.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,755.0,2956.0,2263.0,0.12994690239429474,0.3098348379135132,149.5,1.0903072357177734,-0.5625,0.0,0.19331946969032288,64.69617462158203,0.0,4562.69775390625,2.0,200.0,54.4061164855957,79.27920532226562,56.99211883544922,4,1.3862943611198906,57.72916793823242,27.22083282470703,8
IH_ME11,941.9999389648438,36.0336808752624,1316.498046875,192.0503253932636,14.508369445800781,29.0,0.0,14.0,0.0,4.0,26.0,27.0,0.0,2523.0,4457.0,1053.0,-0.9100562334060669,0.27901512384414673,1796.5,23.325626373291016,-18.5,0.0,1.002348780632019,175.67039489746094,0.0,6070.013671875,1.0,129.8141632080078,50.67893981933594,153.31796264648438,54.13750076293945,4,0.0,43.11249923706055,42.73749923706055,9
G2755X,762.0,67.5,612.3865966796875,207.5,26.798324584960938,30.0,0.0,13.0,0.0,14.0,0.0,44.0,0.0,868.0,4837.0,2993.0,-0.07490294426679611,0.09805832803249359,30.5,0.6739968061447144,-0.25,0.0,0.29836246371269226,137.66400146484375,0.0,6022.60009765625,38.0,182.50437927246094,66.87215423583984,131.10484313964844,52.601497650146484,4,0.0,58.38750076293945,22.662500381469727,10
G4698,714.0,52.5,727.1533813476562,208.532942621522,33.20170211791992,47.0,0.0,14.0,0.0,4.0,8.0,26.0,0.0,572.0,1630.0,2373.0,0.3736240267753601,0.8931532502174377,119.0,0.7324422597885132,0.9375,0.0,0.6292140483856201,111.73458099365234,0.0,4359.365234375,23.0,200.0,47.63302230834961,79.3294906616211,59.532894134521484,4,3.8283587372342693,58.98749923706055,26.320833206176758,1
S788,1818.0,233.48357216444208,675.0941162109375,315.5164900835581,95.2083969116211,31.0,6.0,14.0,0.0,0.0,27.0,22.0,0.0,453.0,2264.0,4651.0,-0.3236531615257263,0.6577782034873962,988.0,0.8235385417938232,0.375,0.0,0.0,2.3077332973480225,0.0,7656.228515625,21.0,200.0,51.23362350463867,10.49886417388916,71.77107238769531,7,3.8284240180481746,-3.8125,35.87083435058594,9
S076,1076.9998779296875,53.56545087515781,2611.9814453125,174.5654508751578,58.71336364746094,10.0,0.0,16.0,22.0,0.0,15.0,37.0,0.0,823.0,4978.0,2437.0,0.9700337648391724,0.17017021775245667,1114.5,9.695184707641602,-14.25,0.0,0.0,138.23306274414062,0.0,10617.33984375,2.0,127.7437515258789,52.250362396240234,133.10374450683594,57.376617431640625,4,2.6389144726230054,-41.42916488647461,-71.61250305175781,2
G4797,725.0,58.5,695.715087890625,212.5,33.70000076293945,41.0,0.0,9.0,0.0,0.0,0.0,51.0,0.0,405.0,643.0,3190.0,-0.6701723337173462,-0.18079248070716858,66.0,0.4966740906238556,0.75,0.0,0.0,127.61528778076172,0.0,5269.82080078125,33.0,200.0,57.06771469116211,118.21334838867188,53.81795120239258,4,3.2579042441200947,58.545833587646484,26.929166793823242,3
AV214,1385.0,143.51671682199958,2362.951171875,199.53342969199912,34.7016716003418,0.0,0.0,0.0,92.0,0.0,0.0,8.0,0.0,199.0,278.0,5313.0,-0.07234641164541245,0.9444063305854797,2442.0,3.4679858684539795,-0.3125,0.0,0.2959386110305786,203.64852905273438,0.0,11510.0302734375,1.0,199.1939697265625,38.95208740234375,98.13539123535156,48.849491119384766,1,0.6931471805599453,6.262499809265137,-75.50416564941406,8
G5159,1575.0,266.51671292599895,1136.029052734375,305.49995882400066,78.19331359863281,28.0,0.0,17.0,18.0,0.0,0.0,37.0,0.0,842.0,4135.0,1974.0,0.015495240688323975,0.6397913694381714,18.0,0.8811853528022766,0.375,0.0,3.2449429035186768,44.55306625366211,0.0,5888.74169921875,35.0,200.0,60.926124572753906,33.8553581237793,57.608951568603516,7,5.649977268979078,6.379166603088379,2.1624999046325684,10
G4148,898.0,58.48354925776433,1680.8740234375,228.46709851552868,7.896655082702637,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,343.0,2090.0,3756.0,-0.39141005277633667,0.914340615272522,686.5,4.172132968902588,-6.1875,0.0,0.025993527844548225,148.97634887695312,0.0,7129.58447265625,1.0,200.0,52.70151901245117,204.75079345703125,41.51350402832031,4,3.5008013086420835,42.87083435058594,-73.02083587646484,4
Camila10,1411.0,269.5,2370.30615234375,327.5,58.59832763671875,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,290.0,824.0,4248.0,0.09922479093074799,0.8263913989067078,34.5,1.6528499126434326,0.5,0.0,0.025048572570085526,269.7171630859375,0.0,7456.40478515625,14.0,200.0,43.520999908447266,18.601356506347656,42.141441345214844,1,0.6931471805599453,-1.7374999523162842,-51.4375,9
S545,730.0,54.50028063153004,659.6090087890625,198.5,36.598323822021484,0.0,0.0,11.0,0.0,89.0,0.0,0.0,0.0,508.0,1630.0,3043.0,0.95020991563797,0.11574295163154602,26.5,0.7758625745773315,1.3125,0.0,0.0,137.4170684814453,0.0,4162.021484375,27.0,199.8275146484375,68.67573547363281,144.75584411621094,47.43742752075195,4,0.0,59.57083511352539,26.27083396911621,5
S1011,875.0,89.5161727574544,811.3831787109375,229.5161727574544,37.40167236328125,72.0,9.0,9.0,0.0,0.0,0.0,5.0,0.0,631.0,108.0,2406.0,0.5192884206771851,0.03648779168725014,255.0,0.49690955877304077,-0.4375,0.0,27.133329391479492,47.462398529052734,0.0,6169.7998046875,3.0,200.0,34.716346740722656,23.385616302490234,59.696895599365234,4,3.503934410462853,49.72916793823242,18.295833587646484,6
S692,624.0001831054688,-60.4848174882362,657.5119018554688,106.54844216498284,73.69995880126953,0.0,45.0,0.0,0.0,0.0,52.0,2.0,0.0,1216.0,2220.0,2627.0,-0.9224160313606262,0.07174937427043915,1559.5,18.9659423828125,20.5,0.2226492017507553,0.0,0.6485333442687988,0.408559650182724,1139.867919921875,0.0,96.92784881591797,44.03144454956055,169.0701141357422,60.01473617553711,6,0.0,53.62916564941406,108.8125,2
S1245,1088.9998779296875,-21.483275430000504,620.7728881835938,113.4832033620005,112.19998931884766,32.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,1418.0,4731.0,2814.0,0.9635248184204102,-0.26445120573043823,4741.0,1.3904621601104736,-0.9375,0.0,0.0,0.0,0.0,597.3455200195312,4.0,196.88491821289062,54.77113342285156,56.883262634277344,75.92171478271484,10,1.7915928007528443,30.637500762939453,90.77916717529297,8
G2657,1590.0,221.6511470201785,1638.8841552734375,264.65114702017854,48.27313995361328,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,248.0,1534.0,5305.0,0.8856027126312256,0.46429145336151123,795.0,3.845107078552246,6.8125,0.0,0.0,311.9089660644531,0.0,13481.7734375,1.0,178.15292358398438,44.7392692565918,50.3477668762207,49.419586181640625,1,3.51136630282298,-9.4375,147.3541717529297,10
S949,869.0000610351562,-12.667905656596714,1645.30419921875,184.31513749110113,31.511720657348633,9.0,0.0,20.0,0.0,0.0,36.0,36.0,0.0,655.0,1378.0,1980.0,-0.9680676460266113,-0.20334197580814362,1262.5,20.21999740600586,3.625,0.0,0.0,39.810665130615234,0.008929590694606304,3294.144287109375,0.0,157.08534240722656,44.628807067871094,189.92559814453125,53.183712005615234,8,4.085892257454091,51.037498474121094,82.97083282470703,6
S083,1214.0,76.4170768949372,2090.056396484375,206.43376750093753,68.10501098632812,0.0,0.0,16.0,25.0,0.0,0.0,49.0,9.0,559.0,578.0,3385.0,-0.9190469980239868,0.24682283401489258,985.0,3.650934934616089,-1.625,0.0,0.0,141.08657836914062,0.0,7734.986328125,1.0,159.03370666503906,55.032127380371094,124.83427429199219,57.13847351074219,4,2.970158065483208,-40.12083435058594,-71.4375,7
S1006,871.0,88.46678551790066,589.333251953125,234.5,30.293331146240234,27.0,4.0,47.0,0.0,0.0,0.0,22.0,0.0,693.0,1709.0,2064.0,-0.6329779028892517,-0.055216070264577866,246.5,1.341404676437378,-0.1875,0.0,9.216024398803711,91.12000274658203,0.0,6420.7431640625,1.0,200.0,39.8572883605957,38.45494842529297,55.15509033203125,4,2.3978952727983707,49.712501525878906,17.02083396911621,8
S784,1582.0,154.23094285948065,777.0199584960938,310.2142151694814,35.69997787475586,31.0,0.0,49.0,0.0,0.0,0.0,20.0,0.0,726.0,3736.0,3375.0,-0.3172367215156555,-0.7215833067893982,521.5,14.26109504699707,-4.3125,0.4385964870452881,0.0,20.166400909423828,0.0,549.3887329101562,1.0,198.6437530517578,32.343379974365234,33.25944137573242,72.1590347290039,4,1.5040773967762742,37.13750076293945,55.47916793823242,9
S211,1566.9998779296875,133.54867001623333,2870.301025390625,240.5318794302335,120.28998565673828,46.0,0.0,0.0,0.0,16.0,0.0,38.0,0.0,611.0,380.0,3152.0,0.8877726793289185,-0.45976048707962036,1906.0,18.732101440429688,-3.5,0.0,1.0791611671447754,78.6883544921875,0.0,8001.90087890625,1.0,153.43104553222656,32.484840393066406,55.38523483276367,59.554283142089844,1,5.036783750648826,30.462499618530273,78.17082977294922,1
S977,840.0,82.56673328601907,669.41455078125,227.58349315601816,35.99165725708008,61.0,27.0,6.0,0.0,0.0,2.0,4.0,0.0,496.0,2308.0,2890.0,0.2911539077758789,0.664988100528717,353.5,4.353371620178223,-4.0625,0.0,2.5962793827056885,41.82222366333008,0.0,6415.90625,1.0,200.0,35.00434875488281,27.612821578979492,60.88290786743164,4,4.274288327369506,50.57083511352539,14.179166793823242,10
G4453,686.0,60.5,776.5065307617188,212.5,27.50332260131836,74.0,8.0,1.0,0.0,0.0,17.0,0.0,0.0,785.0,2547.0,2887.0,-0.1600751131772995,0.3646901547908783,58.0,0.617888331413269,-0.625,0.0,0.0,21.13617706298828,0.0,5432.32080078125,45.0,200.0,53.5836296081543,73.6337890625,62.87813949584961,4,0.6931471805599453,58.02916717529297,24.72916603088379,1
S090,608.0,42.63298569065205,621.3801879882812,124.69923650930241,20.49666404724121,0.0,24.0,13.0,30.0,0.0,34.0,0.0,0.0,1058.0,1965.0,1348.0,0.9831953048706055,0.14184466004371643,208.0,8.64716911315918,-0.4375,0.0,0.0,201.5399169921875,0.0,3998.021484375,2.0,188.75582885742188,39.36952209472656,159.164306640625,56.146873474121094,4,0.0,-54.47083282470703,-67.52083587646484,2
G5236,728.0,58.5,687.3657836914062,213.51648529977538,33.400028228759766,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,879.0,1859.0,-0.8735398650169373,-0.33760279417037964,66.0,0.21875829994678497,-0.125,0.0,0.0,7.3934221267700195,0.0,4656.2001953125,50.0,200.0,48.6275749206543,37.601654052734375,63.73722457885742,4,3.941368161802162,58.38750076293945,26.795833587646484,3
G5052,721.0,57.5,778.7755737304688,212.5,28.899999618530273,76.0,1.0,13.0,0.0,0.0,10.0,0.0,0.0,378.0,1977.0,3278.0,-0.5943437814712524,0.5730318427085876,80.5,0.5721011757850647,-0.6875,0.0,0.0,28.994489669799805,0.0,4841.029296875,50.0,200.0,50.40576934814453,50.52252960205078,63.684234619140625,4,0.6931471805599453,58.34583282470703,25.545833587646484,4
Darta10,745.0,64.5332215379199,728.26806640625,220.53350213599742,23.399999618530273,57.0,0.0,29.0,0.0,0.0,0.0,14.0,0.0,512.0,930.0,3009.0,0.35004547238349915,-0.00525856576859951,105.5,3.2374205589294434,3.6875,0.0,0.0,77.20729064941406,0.0,5988.35888671875,1.0,200.0,54.63276290893555,71.84940338134766,57.19745635986328,4,0.6931471805599453,56.26250076293945,25.420833587646484,5
S875,376.0,-69.5,697.4127197265625,92.55003835229208,30.698326110839844,0.0,0.0,0.0,0.0,15.0,18.0,18.0,48.0,761.0,1307.0,3768.0,0.8675840497016907,-0.0027666445821523666,73.0,1.6843193769454956,3.125,0.0,0.0,1.1306666135787964,0.6314637064933777,2167.9794921875,8.0,169.93223571777344,39.12631607055664,157.66058349609375,52.58449935913086,11,0.6931471805599453,64.77916717529297,177.62916564941406,2
S552,712.0,53.5,723.8837890625,210.48326183000108,33.001644134521484,0.0,0.0,32.0,0.0,0.0,0.0,68.0,0.0,507.0,835.0,3122.0,-0.6362227201461792,0.03325978294014931,102.5,0.70611971616745,-0.5625,0.0,0.0,95.89546966552734,0.0,5919.53271484375,50.0,200.0,50.47050094604492,120.24597930908203,55.43928146362305,4,1.9457672920630602,58.97083282470703,26.60416603088379,6
35MR,721.0,57.51673802199912,721.213134765625,208.50028062964336,32.79997253417969,17.0,0.0,6.0,0.0,16.0,0.0,61.0,0.0,659.0,308.0,2748.0,0.17707467079162598,0.5505132675170898,78.0,0.6917448043823242,-0.9375,0.0,0.06791266053915024,102.37920379638672,0.0,5198.28759765625,36.0,200.0,69.24406433105469,127.76358032226562,49.073707580566406,4,0.6931471805599453,58.662498474121094,26.945833206176758,7
S439,742.0,103.5,952.7764892578125,193.51647483932743,24.599998474121094,61.0,0.0,2.0,0.0,0.0,37.0,0.0,0.0,603.0,3095.0,3048.0,0.2554945945739746,-0.3162272572517395,7.5,0.18300791084766388,-0.0625,0.0,0.0,31.498132705688477,0.0,8835.2001953125,50.0,200.0,76.23160552978516,60.80137634277344,60.49031448364258,4,1.0986122886681098,52.337501525878906,4.5291666984558105,8
G4341,1920.0,163.45010113013504,335.06854248046875,296.533701916133,94.59835815429688,0.0,0.0,0.0,0.0,21.0,0.0,26.0,53.0,448.0,4279.0,5366.0,-0.9872466325759888,0.07636053115129471,452.0,9.105331420898438,-7.0625,0.4101061522960663,18.130863189697266,19.92373275756836,0.0,6619.4931640625,3.0,176.46224975585938,43.951385498046875,20.508953094482422,68.38876342773438,12,3.6259662999907776,33.712501525878906,-117.62916564941406,6
G5239,732.0,56.5,723.4284057617188,211.5,29.799999237060547,92.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,648.0,-692.0,1894.0,-0.37540894746780396,-0.43841853737831116,66.0,0.31700560450553894,-0.375,0.0,39.957828521728516,16.93511199951172,0.0,4864.39990234375,50.0,200.0,46.828826904296875,46.9635009765625,62.77941131591797,4,2.7723387091089147,58.662498474121094,25.97083282470703,9
G4603,726.0,58.51673782199896,687.5631103515625,213.53347564399792,31.703351974487305,89.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,505.0,-524.0,3051.0,0.9885133504867554,-0.14944465458393097,76.5,1.4699841737747192,1.25,0.0,0.12974965572357178,10.695821762084961,0.0,4193.59912109375,1.0,200.0,45.29497528076172,37.941593170166016,63.92483139038086,4,4.735610544535923,58.24583435058594,26.6875,10
IH.K02,732.0,58.5,722.3716430664062,215.5,26.601648330688477,19.0,0.0,0.0,0.0,29.0,0.0,50.0,0.0,1016.0,3720.0,1980.0,0.9582940340042114,0.02378256805241108,83.5,0.6892637014389038,1.125,0.0,0.0,113.04586791992188,0.0,5362.1689453125,50.0,199.87142944335938,72.28839874267578,127.36920928955078,49.944297790527344,4,0.6931471805599453,57.670833587646484,26.570833206176758,1
A19,733.0,57.5,715.199951171875,216.48354295074694,31.903322219848633,39.0,0.0,28.0,0.0,0.0,0.0,33.0,0.0,743.0,4354.0,2062.0,-0.6701723337173462,0.3433409035205841,89.0,0.811994194984436,0.125,0.0,0.2586202025413513,91.7608871459961,0.0,5157.53466796875,36.0,200.0,57.216209411621094,115.07512664794922,56.336219787597656,4,4.2043941174845045,57.9375,27.0625,2
S119,563.0,76.48352937642498,1570.19482421875,162.50026644642415,33.40334701538086,0.0,0.0,0.0,0.0,69.0,0.0,7.0,0.0,883.0,-1261.0,1650.0,0.9947211742401123,-0.10259267687797546,212.5,4.142303466796875,-1.8125,0.0,0.0,65.18009185791016,0.0,3926.0,1.0,198.5966339111328,56.89046859741211,189.63037109375,47.42363357543945,5,0.6931471805599453,56.67916488647461,-4.329166889190674,5
IH_ME09,880.0001220703125,23.667907899998678,1344.64990234375,180.63464138284942,12.408377647399902,55.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,740.0,1529.0,2485.0,-0.5094186067581177,0.8605070114135742,2038.0,17.245777130126953,17.25,0.0,0.0,66.48675537109375,0.0,5841.7177734375,0.0,132.6975860595703,44.731388092041016,112.87722778320312,53.996681213378906,4,0.6931471805599453,43.0625,42.72916793823242,3
S134,933.0,66.5,593.7435302734375,248.5,24.10167694091797,19.0,0.0,32.0,0.0,3.0,0.0,46.0,0.0,385.0,522.0,3299.0,-0.7695789337158203,-0.6309030055999756,154.0,0.4865008592605591,0.4375,0.0,0.0,119.47733306884766,0.0,3143.69189453125,26.0,199.9987335205078,54.907432556152344,126.8123550415039,53.98463439941406,4,0.0,51.912498474121094,39.537498474121094,4
G4324,1438.0,23.11876623072529,772.0618286132812,210.20148025034428,43.70164489746094,21.0,0.0,0.0,0.0,28.0,17.0,35.0,0.0,2135.0,4607.0,1797.0,0.2796379029750824,-0.8062058687210083,3336.0,18.021808624267578,-12.0625,0.4051087498664856,0.0216630008071661,33.11253356933594,0.0,2827.4501953125,0.0,190.30215454101562,47.25242614746094,102.67642211914062,54.824188232421875,5,0.0,35.329166412353516,-111.6875,6
S126Z,1190.0,105.6172495048723,914.4090576171875,227.61700092599858,50.70334243774414,52.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,831.0,1858.0,2296.0,0.6377947330474854,-0.769993782043457,1355.0,11.361101150512695,0.9375,0.0,0.0,79.4039077758789,0.0,11088.462890625,1.0,189.54000854492188,34.125675201416016,45.876705169677734,65.25642395019531,12,0.0,37.86249923706055,14.070833206176758,7
S003,1535.0001220703125,195.35024820789997,2600.202392578125,278.33375277186707,48.699951171875,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,138.0,435.0,6326.0,-0.7517710328102112,-0.6589215993881226,646.5,14.96069622039795,13.1875,0.0,0.0,259.44232177734375,0.0,16885.21875,1.0,119.4527816772461,48.39576721191406,61.70003128051758,51.095096588134766,1,3.585794146329427,-24.745832443237305,46.85416793823242,2
G5115,1431.0,203.5000588719995,2259.907958984375,282.5000588719995,23.598356246948242,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,264.0,3062.0,5082.0,-0.5712015628814697,0.6034480333328247,584.5,3.9105982780456543,-0.4375,0.0,0.0,163.84515380859375,0.0,14771.8037109375,1.0,172.86349487304688,29.104230880737305,40.75416564941406,51.5601692199707,1,5.552707605730216,-25.162500381469727,-53.837501525878906,3
S070a,1249.0,236.46680941070449,1460.9766845703125,305.5,54.30167007446289,15.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,470.0,3732.0,4152.0,0.5823220014572144,-0.6919758915901184,645.5,1.1428511142730713,-0.0625,0.0,0.0,305.2442626953125,0.0,11052.64453125,6.0,200.0,53.26552200317383,22.342275619506836,50.10908508300781,1,2.197113468105956,3.370833396911621,12.737500190734863,4
S1334,747.0,71.48326411400103,709.2435302734375,222.50002887999926,28.598323822021484,24.0,0.0,0.0,0.0,12.0,0.0,63.0,0.0,509.0,923.0,3722.0,-0.8065906763076782,0.32492631673812866,120.0,0.7949597835540771,-0.6875,0.0,0.0,163.32408142089844,0.0,6668.59130859375,23.0,200.0,78.8486557006836,64.34709930419922,50.69005584716797,4,5.445788640639599,54.212501525878906,24.379167556762695,5
G4636,720.0,55.48326242600069,773.4320068359375,213.46652485200138,29.303321838378906,40.0,16.0,15.0,0.0,12.0,0.0,11.0,0.0,630.0,1157.0,2901.0,0.9403839707374573,0.17933061718940735,125.0,2.8067498207092285,-4.4375,0.0,14.600301742553711,24.542577743530273,0.0,4903.35546875,4.0,200.0,49.19279479980469,74.94822692871094,59.041072845458984,4,3.3670888941353887,57.72916793823242,26.920833587646484,6
S979,855.0,92.48352008260191,640.9520263671875,236.49997363200055,28.091630935668945,83.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,469.0,1878.0,3036.0,0.8591373562812805,-0.43187230825424194,229.0,1.972221851348877,-0.0625,0.0,0.6806829571723938,30.579378128051758,0.0,6036.4111328125,1.0,200.0,30.185754776000977,25.539596557617188,64.81324768066406,4,4.1444671658201795,50.32083511352539,15.254166603088379,7
S133,934.0,67.48350863473539,588.4815063476562,250.4835086347354,24.30002784729004,0.0,0.0,0.0,0.0,14.0,0.0,86.0,0.0,775.0,4018.0,2022.0,-0.594462513923645,-0.5906314253807068,137.0,0.5322535634040833,0.4375,0.0,0.0,152.30844116210938,0.0,3879.58935546875,40.0,200.0,60.968631744384766,137.3710479736328,52.544193267822266,4,3.3139677801796994,51.94583511352539,39.537498474121094,8
G4334,2002.0,110.28355178096838,442.597412109375,276.29999808997997,63.21002197265625,0.0,0.0,0.0,0.0,55.0,0.0,31.0,14.0,369.0,1824.0,5627.0,-0.247756689786911,-0.8389495611190796,2089.0,4.242093563079834,-6.0625,0.0,0.08578401058912277,57.6065788269043,0.0,4307.9580078125,0.0,141.2086944580078,47.39037322998047,23.750200271606445,68.91275787353516,5,1.3862943611198906,32.87916564941406,-108.22083282470703,7
IHPR38,502.99993896484375,22.29819035134788,1056.372314453125,160.2811671384602,27.399999618530273,0.0,18.0,0.0,0.0,14.0,0.0,68.0,0.0,1004.0,2030.0,2206.0,0.8556836843490601,-0.3054370880126953,199.5,9.218511581420898,-10.875,0.0,0.0,74.93333435058594,0.0014562781434506178,3698.86181640625,1.0,180.34486389160156,56.79509353637695,136.33023071289062,50.651344299316406,11,0.0,68.1624984741211,17.587499618530273,3
G4099,732.0,58.516456976686804,711.2212524414062,216.49971938268772,26.399999618530273,21.0,0.0,12.0,0.0,15.0,11.0,41.0,0.0,843.0,247.0,1636.0,0.6579431295394897,0.4324331283569336,63.5,0.915463924407959,0.5,0.0,0.05022977665066719,75.6606216430664,0.0,5330.6904296875,50.0,200.0,60.076171875,91.97723388671875,54.4013671875,4,0.0,57.77083206176758,26.304166793823242,9
G4244,729.0,57.48354302945546,720.1435546875,214.48354302945546,26.80002784729004,42.0,23.0,10.0,0.0,0.0,0.0,24.0,0.0,234.0,-2268.0,4195.0,-0.8815656900405884,0.47180014848709106,84.0,1.4712188243865967,0.5,0.0,0.21220271289348602,61.49866485595703,0.0,4984.0859375,1.0,200.0,56.082786560058594,91.67631530761719,56.663185119628906,4,1.9457672920630602,57.76250076293945,26.579166412353516,10
CC1,729.0,57.53322308751557,694.3283081054688,213.5002806244829,32.00334930419922,55.0,0.0,16.0,0.0,3.0,0.0,27.0,0.0,890.0,449.0,1878.0,0.9067857265472412,-0.19420850276947021,77.0,0.3962133526802063,1.0625,0.0,0.05098666250705719,121.66702270507812,0.0,6055.63232421875,50.0,200.0,61.544368743896484,91.6097640991211,56.70829772949219,4,0.6931471805599453,58.27916717529297,26.6875,1
20MR,737.0,59.5,707.1681518554688,216.5,26.700000762939453,0.0,0.0,0.0,0.0,80.0,0.0,20.0,0.0,1017.0,5012.0,3295.0,-0.4370793402194977,-0.08847568929195404,78.0,0.749563455581665,0.5,0.0,0.0,119.15377807617188,0.0,4941.63818359375,50.0,193.25704956054688,72.98015594482422,120.77249145507812,51.21902847290039,4,0.6931471805599453,57.579166412353516,26.454166412353516,2
S553,724.0,52.48354230318399,702.9380493164062,207.5,36.901676177978516,73.0,0.0,9.0,0.0,0.0,0.0,18.0,0.0,371.0,543.0,3030.0,0.5175799131393433,0.5372351408004761,111.0,1.0272834300994873,-0.875,0.0,0.0,6.423466682434082,0.0,3564.699462890625,23.0,200.0,43.52444076538086,42.36693572998047,67.44338989257812,4,0.0,59.295833587646484,26.254167556762695,3
S385,1619.0,214.5,2882.900390625,258.5,40.80162811279297,11.0,0.0,0.0,24.0,0.0,0.0,47.0,18.0,796.0,4280.0,3142.0,-0.474484384059906,0.8800635933876038,249.5,0.9384640455245972,-1.0,0.0,0.0,6.8017778396606445,0.0,7065.2841796875,2.0,199.22190856933594,47.368186950683594,55.46862030029297,51.524112701416016,1,4.1335332045055795,-22.237499237060547,166.8541717529297,5
G4049,1618.0,166.71591143429964,498.5115966796875,266.63253381625117,56.999969482421875,34.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,727.0,3925.0,4863.0,0.10209299623966217,0.2151165008544922,400.5,13.25139331817627,14.875,0.0,0.0,1.625599980354309,0.0,4535.88623046875,0.0,194.0230255126953,44.37612533569336,17.351789474487305,72.75834655761719,12,4.444015000456339,35.12083435058594,-4.4708333015441895,8
S899,1900.0,259.5,1714.124267578125,361.53318346230077,90.4033203125,0.0,0.0,0.0,0.0,0.0,16.0,44.0,41.0,380.0,2864.0,4600.0,-0.47035354375839233,0.43050867319107056,441.5,1.1689040660858154,0.0625,1.9426426887512207,0.0,24.440532684326172,0.0,4140.38330078125,1.0,200.0,52.93589782714844,21.194997787475586,54.386104583740234,7,5.1136189638549965,10.1875,-9.179166793823242,1
IHPR11,516.0000610351562,-4.667742511391593,878.3351440429688,136.2820112546111,28.798324584960938,0.0,54.0,0.0,0.0,0.0,0.0,0.0,46.0,696.0,2659.0,2942.0,-0.9671399593353271,-0.25417375564575195,595.5,10.22347640991211,0.625,0.0,0.0,54.4721794128418,0.0005919498507864773,2495.597900390625,1.0,177.15811157226562,53.32158660888672,142.07046508789062,51.67518615722656,11,1.3862943611198906,67.6875,17.629167556762695,4
G5127,1049.0,127.5833788315403,1410.0662841796875,266.6001106735393,33.90167236328125,0.0,0.0,10.0,0.0,42.0,0.0,48.0,0.0,531.0,2931.0,2914.0,0.4447835087776184,-0.827892005443573,310.5,10.506278991699219,9.25,0.0,4.281350135803223,170.8241729736328,0.0,7483.32470703125,1.0,191.92710876464844,41.12336349487305,82.4854736328125,59.12562561035156,4,3.9796068545170495,45.787498474121094,8.570833206176758,4
IHPR17,430.99993896484375,-18.464442476862104,978.8306884765625,118.53608052592271,29.5966796875,0.0,47.0,0.0,0.0,1.0,8.0,21.0,22.0,1831.0,3823.0,2214.0,0.8712400197982788,-0.490852952003479,856.0,12.910383224487305,-2.9375,0.0,0.0,39.74897766113281,0.06907476484775543,2626.934814453125,0.0,134.09144592285156,51.883522033691406,129.36557006835938,51.160797119140625,11,1.9459101490553132,67.61250305175781,17.454166412353516,5
S005,1726.0,227.48358222749113,2437.649169921875,283.5166978899997,37.50166320800781,0.0,0.0,3.0,92.0,0.0,0.0,0.0,4.0,822.0,3231.0,2669.0,0.3162280321121216,0.8104590177536011,13.0,0.3239845931529999,-0.1875,0.07623182237148285,0.0,112.77973175048828,0.0,16374.3974609375,41.0,200.0,59.42239761352539,42.29310989379883,54.85120391845703,1,4.158758084607559,-24.945833206176758,46.99583435058594,6
