,lower,mean,upper,latitude
0,0.029280518779025023,0.16922026732332832,0.33403055369853973,23.0
0,0.029411417909399953,0.16458777524085402,0.3924676390255199,24.0
0,0.02957029160224061,0.15992026799093534,0.44339664040073273,25.0
0,0.03324093978722765,0.16190550879126,0.4203253331638518,26.0
0,0.03330454249353984,0.15477697421166658,0.36095519321305414,27.0
0,0.033238645719989114,0.14510542454880193,0.3456532025621051,28.0
0,0.029320717831657402,0.14753237964917057,0.3614128348795143,29.0
0,0.025468522308956684,0.1487048419853116,0.3690524246347578,30.0
0,0.028213495978241344,0.14187452586960683,0.33878927912030904,31.0
0,0.034198174630504806,0.13786527112311064,0.31546030640602113,32.0
0,0.034165825641198126,0.13867304566665878,0.31141505017876625,33.0
0,0.04009337880415842,0.13929187431278867,0.3055276689119637,34.0
0,0.04200046153838742,0.13871280901532201,0.31146612970365417,35.0
0,0.04001879572183236,0.13645688403848935,0.3075057990275897,36.0
0,0.03423528052095709,0.13371334997530554,0.289941934314934,37.0
0,0.03033870759240368,0.13170486360296485,0.2684779395659765,38.0
0,0.03217598085713744,0.13506007882520468,0.26272210613027347,39.0
0,0.04005277323216318,0.14014963138069914,0.2606338281184435,40.0
0,0.045937703425685567,0.1437928065316234,0.2567719552252028,41.0
0,0.051755178476398316,0.14685714373329084,0.2509288401811715,42.0
0,0.06351902423742807,0.145317237364736,0.24709744602441788,43.0
0,0.06548291335688945,0.14313934438150275,0.24709585607051848,44.0
0,0.06347559954111393,0.14522278930959073,0.25481075447076446,45.0
0,0.06345662112523626,0.14897252564114746,0.26665209233760834,46.0
0,0.06734457902990988,0.15456961141790465,0.27450110575625003,47.0
0,0.08105402486561067,0.16495910939371972,0.28602387536974516,48.0
0,0.09278421797182249,0.1757870781577255,0.2920014969327233,49.0
0,0.09866874583629,0.18141117201310572,0.29005697011947634,50.0
0,0.09868198767763928,0.18424788649747786,0.28619339282696066,51.0
0,0.10061751776619961,0.1848015163478566,0.28417736959457396,52.0
0,0.10450242543197506,0.18234555079431658,0.28419525331730466,53.0
0,0.10453167985978089,0.1802184191856608,0.28030042609054884,54.0
0,0.10447248039348274,0.18212159495421787,0.27044488825428653,55.0
0,0.10447676904985438,0.18479605477666486,0.25482406625722315,56.0
0,0.10061662614105209,0.184708044515316,0.25682027919872386,57.0
0,0.09668685983360549,0.18213183622635332,0.2666457945650274,58.0
0,0.092788762237766,0.17741884683197767,0.2685461973082529,59.0
0,0.08693962892586435,0.17301960544646353,0.2665260838344693,60.0
0,0.09086451717352463,0.17205993079443577,0.2607587636380956,61.0
0,0.09478210761470902,0.1743208162934827,0.2627022054804352,62.0
0,0.09862308978335932,0.17394672721853272,0.26460700444245744,63.0
0,0.09474501123553829,0.17043459290619856,0.2606815005983076,64.0
0,0.09081081264271525,0.16780611589006428,0.25679136149620896,65.0
0,0.09081313830245746,0.16675890628936774,0.2528943798858741,66.0
0,0.08884179474491823,0.16432630753695296,0.25289003611145533,67.0
0,0.08506454747809461,0.15917617949756788,0.24517151849610466,68.0
0,0.07323769749752407,0.14980568628379987,0.2217223175119555,69.0
0,0.06590865428249042,0.140220205731181,0.20553448185863266,70.0
0,0.07084023257096608,0.1357734217877451,0.20066631193223752,71.0
0,0.07319358198975141,0.1330595190462074,0.20024777225085666,72.0
0,0.06945245440413313,0.13288187327783132,0.1981780007481575,73.0
0,0.07325771637260914,0.14014312719767308,0.19627822858506236,74.0
0,0.07528715256763541,0.1433411107790507,0.20014908758626468,75.0
0,0.0673707676204768,0.13877461954306694,0.19822653932940393,76.0
0,0.061439626184957366,0.14035651978887234,0.1983804814517498,77.0
0,0.05795389471145777,0.13888406781551954,0.19285456781034116,78.0
0,0.0601206267109284,0.133505661707032,0.18499672838619777,79.0
0,0.06787180081009865,0.13676820381141505,0.1820604892877432,80.0
